Name,Title,Reviews,Rating,Date of Experience
Kathryn King,Flight with Lastminute.com:INVOICE FRAUD + POOR customer Service- AVOID,"Purchased a flight with Lastminute.com and on downloading the invoice in order to submit for my expenses this was actually a different (lower) price to what I had paid. This meant I had paid LastMinute.com additional monies, NOT showing on the invoice.....In order to claim back the amount I had paid on my expenses, I contacted lastminute.com requesting for a correct invoice.  After waiting weeks for this, I received a blunt, unhelpful email this morning:""Thank you for your request for an invoice. The transaction has a slightly different amount from the invoice due to a technical problem given by the exchange rate.Thanks for choosing lastminute.comKind regards,Accounting Department.""No apology and no invoice was attached, meaning, I am STILL yet to receive an accurate invoice for the flight I purchased months ago from lastminute.com.In addition, if there is a technical issue with you service, then that is not something I as a customer, I should be paying extra for.  I would therefore expect some form of reimbursement as a result. However, the email address they contacted me from is unmonitored, so I could not reply and thus have to start once again with the lastminute.com chat.Surely this is INVOICE FRAUD???  AVOID AVOID AVOID",Rated 1 out of 5 stars,22 March 2023
Jen Milwin,Absolutely beautiful holiday perfect…,"Absolutely beautiful holiday perfect easy to book only issue i dont like that cant check in early as jet2 and easyjet offer those service free yet lastmin charge. The hotel flights and transfer perfect, however some charges are unacceptable for a Basic service.As you have to go to flights and add services they should offer early check in.",Rated 5 out of 5 stars,21 March 2023
Iain Smith,Excellent hotel,"Excellent hotel, superb staff, wonderful breakfast. Great location.",Rated 4 out of 5 stars,18 March 2023
Mr Lucas,Early season flight and hotel from Bournemouth to Faro,Well organised and traveler kept informed of all detail.,Rated 5 out of 5 stars,21 March 2023
Tracey Hanlon,Avoid this site! Useless for booking online,"Website totally useless for booking. Tried on 3 separate occasions, days apart but only certain parts of the booking form can be completed. Couldnt book the same suitcases on both outbound and inbound flights as same options not available on both!🤷‍♀️. Couldn’t add on the voucher code we had. When number entered we got a message saying ‘ this code is invalid on this site’…despite the fact i was using the site it told me too on the voucher!! Whats the point of offering an online booking service…if you cant book online!!!🤷‍♀️  So have to phone them anyway which then takes ages to complete the process. Obviously a call centre in India and often communication difficult with accents so whole process a real hassle compared to other online much simpler and efficient booking companies.",Rated 1 out of 5 stars,22 March 2023
Marion,Easy to book the flight and navigate…,Easy to book the flight and navigate the website.,Rated 5 out of 5 stars,18 January 2023
Grego,DO NOT USE THIS COMPANY,"DO NOT USE THIS COMPANYWe have just made contact with this company as we were concerned at the events in Paris as we are due to go in 4 weeks time, for a few days.We purchased a more expensive option on a package holiday so we thought we were OK.We had paid about £150, due to pay another £900, so we tried to look at cancellation options to set the holiday back.Expecting to lose our £150 deposit, we were told NO, you can ONLY cancel the hotel ?? But its a package booking.We asked how much would we be charged, they told us they couldn't tell us UNTIL we cancelled. Well we want to know how much BEFORE we cancel. They said they couldn't tell us, we would have to cancel first, what a joke.Asked for their T&C's, would not send them.Complained more to be told it would be about £500 charge out of the £900, are they being serious.Will take legal action.Please BE AWARE this scamming company are not being transparent which is why their Trust Pilot rating is so low with so many complaints",Rated 1 out of 5 stars,25 March 2023
Mr kevin steele,i was given a £70 discount from you …,i was given a £70 discount from you  but i had been given a gift from work when i  tried to use them i was told by your webchat i could only use one of these. so i lost out on the discount as my gift voucher from work was for £1000 so i could not redeem the previous booking voucher you gave me yet the gift voucher was my money that i had chosen to spend with you does not seem fair,Rated 2 out of 5 stars,22 March 2023
Ley,It was lovely,It was lovely. Definitely would go back,Rated 5 out of 5 stars,20 March 2023
Chris Waters,Very poor customer service,"LM offers “service” to do flight check-in deliver boarding cards, but they just use a fake email address to get the cards issued by the airline with no option to select seats. In our case due to a ""technical issue"" they did not do a check in at all, simply forwarded the default seat issued by Ryan Air (two middle seats at opposite end of the aircraft). By then it was too late to go directly to the airline to pay for seat selection. When challenged, LM simply said I should have known it would happen because that’s how Ryan air allocate seats.This is my first and last time I'll use LM.",Rated 1 out of 5 stars,24 March 2023
